,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
2962,2018 Maruti Alto 800,Manual,2.5 VX 8 STR BS IV Manual,"80,186 km",1st Owner,Diesel,Rajkot,"₹11,81,799"
2963,2019 Maruti Baleno,Manual,VXI Manual,"27,117 km",2nd Owner,Petrol,Rajkot,"₹5,59,599"
2964,2017 Hyundai Creta,Manual,VDI ABS Manual,"36,002 km",1st Owner,Diesel,Rajkot,"₹5,62,799"
2965,2017 Maruti S Cross,Manual,VXI Manual,"32,209 km",1st Owner,Diesel,Rajkot,"₹5,16,899"
2966,2020 Maruti Alto,Manual,GTX 1.4 GDI AT PETROL,"62,196 km",1st Owner,Diesel,Rajkot,"₹5,14,899"
2967,2016 Hyundai Creta,Manual,1.6 SX AT PETROL Automatic,"3,197 km",1st Owner,Diesel,Rajkot,"₹9,08,799"
2968,2017 Maruti Baleno,Manual,VDI SHVS Manual,"18,037 km",1st Owner,Petrol,Rajkot,"₹6,24,499"
2969,2020 Maruti Eeco,Manual,ZETA 1.3 SHVS Manual,"49,212 km",2nd Owner,Petrol,Rajkot,"₹1,60,299"
2970,2018 Maruti Alto 800,Manual,ZETA 1.3 SHVS Manual,"30,039 km",1st Owner,Petrol,Rajkot,"₹3,94,499"
2971,2020 Maruti Baleno,Manual,ZETA 1.3 SHVS,"69,828 km",1st Owner,Petrol,Rajkot,"₹2,43,599"
2972,2016 Hyundai Elite i20,Manual,DELTA DDIS 190 Manual,"29,582 km",1st Owner,Petrol,Rajkot,"₹4,83,899"
2973,2018 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"1,12,620 km",1st Owner,Petrol,Rajkot,"₹4,18,999"
2974,2019 Hyundai VENUE,Manual,1.4 E PLUS CRDI Manual,"30,443 km",1st Owner,Petrol,Rajkot,"₹5,99,399"
2975,2019 Maruti Baleno,Manual,RXL Manual,"10,225 km",1st Owner,Diesel,Rajkot,"₹4,82,699"
2976,2019 Maruti Baleno,Manual,VDI ABS Manual,"6,099 km",1st Owner,Petrol,Rajkot,"₹3,46,499"
2977,2017 Maruti Baleno,Manual,VXI Manual,"7,848 km",1st Owner,Petrol,Rajkot,"₹4,80,099"
2978,2018 Maruti Alto 800,Manual,TITANIUM PLUS 1.5 TI VCT MT Manual,"1,63,159 km",1st Owner,Petrol,Rajkot,"₹4,24,899"
2979,2018 Maruti Swift,Manual,SPORTZ 1.4 Manual,"71,025 km",2nd Owner,Petrol,Rajkot,"₹3,46,199"
2980,2016 Maruti Baleno,Manual,2.0 LIMITED Manual,"5,418 km",1st Owner,Petrol,Rajkot,"₹5,46,999"
2981,2018 Maruti Vitara Brezza,Manual,ZDI PLUS DUAL TONE Manual,"3,691 km",1st Owner,Diesel,Rajkot,"₹5,20,499"
2982,2019 Maruti Baleno,Manual,LXI Manual,"4,689 km",1st Owner,Petrol,Rajkot,"₹3,64,099"
2983,2020 Maruti S PRESSO,Manual,DELTA 1.2 K12 Manual,"1,420 km",1st Owner,Petrol,Rajkot,"₹4,01,499"
2984,2018 Maruti Vitara Brezza,Manual,1.6 SX CRDI Manual,"11,900 km",1st Owner,Diesel,Rajkot,"₹2,18,799"
2985,2020 Maruti IGNIS,Manual,ZETA 1.3 Manual,"47,111 km",1st Owner,Petrol,Rajkot,"₹5,58,199"
2986,2015 Maruti Swift,Manual,LXI Manual,"5,656 km",1st Owner,Diesel,Rajkot,"₹7,25,999"
2987,2019 Hyundai Grand i10,Manual,1.6 SX CRDI Manual,"1,34,191 km",1st Owner,Petrol,Rajkot,"₹2,71,499"
2988,2020 Ford Ecosport,Manual,DELTA DDIS 190 Manual,"77,118 km",1st Owner,Petrol,Rajkot,"₹4,26,999"
2989,2017 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"49,358 km",1st Owner,Petrol,Rajkot,"₹7,74,299"
2990,2017 Maruti Alto 800,Manual,LXI Manual,"36,971 km",3rd Owner,Petrol,Rajkot,"₹3,90,699"
2991,2018 Maruti Vitara Brezza,Manual,DELTA 1.2 K12 Manual,"1,343 km",1st Owner,Petrol,Rajkot,"₹6,45,299"
2992,2018 Maruti Swift,Manual,1.4 CRDI ASTA (O) Manual,"77,035 km",1st Owner,Petrol,Rajkot,"₹6,15,099"
2993,2019 Maruti Alto 800,Manual,LXI Manual,"5,231 km",1st Owner,Petrol + CNG,Rajkot,"₹8,88,099"
2994,2018 Maruti Vitara Brezza,Manual,1.0L Turbo GDI SX(O) MT Manual,"79,672 km",2nd Owner,Petrol,Rajkot,"₹6,74,699"
2995,2017 Maruti Swift,Manual,DELTA 1.2 K12 Manual,"17,464 km",2nd Owner,Petrol,Rajkot,"₹9,23,399"
2996,2020 Maruti S PRESSO,Manual,DELTA 1.2 K12 Manual,"1,739 km",1st Owner,Petrol,Rajkot,"₹3,70,999"
2997,2018 Hyundai Grand i10,Manual,DELTA DDIS 190 Manual,"42,122 km",1st Owner,Petrol,Rajkot,"₹3,13,399"
2998,2015 Hyundai Grand i10,Manual,LXI Manual,"39,254 km",2nd Owner,Diesel,Rajkot,"₹5,30,799"
2999,2017 Hyundai Grand i10,Manual,VDI Manual,"41,543 km",1st Owner,Petrol,Rajkot,"₹7,69,499"
3000,2017 Maruti Wagon R 1.0,Manual,DELTA 1.2 K12 Manual,"77,373 km",1st Owner,Petrol,Rajkot,"₹2,38,799"
3001,2017 Hyundai Grand i10,Manual,VDI Manual,"26,284 km",1st Owner,Petrol,Rajkot,"₹3,57,199"
3002,2019 Maruti Alto,Manual,DELTA 1.2 K12 Manual,"2,80,921 km",2nd Owner,Petrol,Rajkot,"₹7,13,399"
3003,2016 Maruti Alto 800,Manual,VXI Manual,"26,749 km",2nd Owner,Petrol,Rajkot,"₹4,48,499"
3004,2016 Hyundai Grand i10,Automatic,ZDI PLUS Manual,"50,348 km",1st Owner,Petrol,Rajkot,"₹3,66,699"
3005,2019 Maruti Alto,Manual,SIGMA 1.2 K12 Manual,"90,461 km",1st Owner,Diesel,Rajkot,"₹3,21,199"
3006,2018 Maruti Vitara Brezza,Manual,VDI ABS Manual,"12,143 km",1st Owner,Petrol,Rajkot,"₹7,31,899"
3007,2017 Hyundai Grand i10,Automatic,1.2 KAPPA SPORTZ (O) Manual,"27,656 km",1st Owner,Diesel,Rajkot,"₹10,56,999"
3008,2019 Hyundai Grand i10,Manual,1.5 TITANIUM PLUS TI VCT AT Manual,"84,977 km",1st Owner,Diesel,Rajkot,"₹3,89,299"
3009,2018 Maruti Vitara Brezza,Manual,LXI Manual,"32,162 km",1st Owner,Diesel,Rajkot,"₹7,89,299"
3010,2019 Maruti Alto,Manual,LXI Manual,"22,662 km",1st Owner,Petrol,Rajkot,"₹3,86,999"
3011,2019 Maruti Alto,Manual,VDI Manual,"52,120 km",1st Owner,Petrol,Rajkot,"₹4,53,199"
3012,2018 Hyundai Grand i10,Manual,VDI Manual,"68,152 km",1st Owner,Diesel,Rajkot,"₹4,47,799"
3013,2019 Hyundai Grand i10,Manual,LXI Manual,"13,464 km",1st Owner,Petrol,Rajkot,"₹3,78,099"
3014,2019 Maruti S PRESSO,Manual,VDI Manual,"2,41,497 km",1st Owner,Diesel,Rajkot,"₹7,10,699"
3015,2016 Maruti Swift,Manual,VDI ABS Manual,"6,991 km",1st Owner,Petrol,Rajkot,"₹5,40,599"
3016,2018 Maruti Alto 800,Manual,VXI PLUS Manual,"77,598 km",2nd Owner,Petrol,Rajkot,"₹5,30,099"
3017,2020 Maruti Alto,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"30,358 km",1st Owner,Diesel,Rajkot,"₹4,44,199"
3018,2020 Maruti Alto,Manual,MAGNA 1.2 VTVT Manual,"3,543 km",1st Owner,Diesel,Rajkot,"₹3,87,699"
3019,2019 Maruti Alto,Manual,Sportz(O) 1.2 MT Manual,"76,218 km",1st Owner,Diesel,Rajkot,"₹2,76,199"
3020,2018 Maruti Alto 800,Manual,VXI Manual,"60,802 km",1st Owner,Diesel,Rajkot,"₹3,73,899"
3021,2019 Maruti Eeco,Manual,MAGNA 1.2 KAPPA VTVT Manual,"74,203 km",2nd Owner,Diesel,Rajkot,"₹3,01,799"
3022,2016 Hyundai Grand i10,Manual,LXI Manual,"70,027 km",1st Owner,Diesel,Rajkot,"₹4,65,099"
3023,2017 Hyundai Grand i10,Manual,LXI Manual,"11,316 km",1st Owner,Petrol,Rajkot,"₹8,43,999"
3024,2020 Maruti Eeco,Manual,1.2 ASTA (O) AT Automatic,"1,23,087 km",2nd Owner,Diesel,Rajkot,"₹7,08,899"
3025,2020 Maruti Eeco,Manual,VXI Manual,"83,408 km",1st Owner,Petrol,Rajkot,"₹4,34,199"
3026,2018 Maruti Alto 800,Manual,VDI Manual,"6,297 km",1st Owner,Petrol,Rajkot,"₹7,34,399"
3027,2019 Maruti Eeco,Manual,Magna 1.2 AT VTVT Automatic,"1,32,350 km",2nd Owner,Petrol,Rajkot,"₹4,28,299"
3028,2020 Maruti Alto,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"60,422 km",1st Owner,Diesel,Rajkot,"₹5,53,599"
3029,2018 Maruti Alto 800,Manual,ZDI Manual,"3,121 km",1st Owner,Diesel,Rajkot,"₹7,79,099"
3030,2020 Maruti Alto,Manual,LXI Manual,"23,556 km",1st Owner,Diesel,Rajkot,"₹6,79,599"
3031,2018 Maruti Eeco,Manual,LXI Manual,"4,560 km",1st Owner,Diesel,Rajkot,"₹5,24,699"
3032,2020 Maruti Alto,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"1,05,472 km",1st Owner,Diesel,Rajkot,"₹5,29,099"
3033,2019 Maruti Eeco,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"22,854 km",1st Owner,Petrol,Rajkot,"₹4,50,499"
3034,2019 Maruti Eeco,Manual,VXI PLUS Manual,"26,396 km",1st Owner,Diesel,Rajkot,"₹5,15,999"
3035,2019 Maruti Eeco,Manual,VXI Manual,"28,399 km",1st Owner,Petrol,Rajkot,"₹4,68,599"
3036,2019 Maruti Eeco,Manual,VXI Manual,"13,973 km",1st Owner,Diesel,Rajkot,"₹6,68,199"
3037,2019 Maruti Eeco,Manual,LXI Manual,"83,204 km",1st Owner,Petrol,Rajkot,"₹8,39,299"
3038,2018 Maruti Alto 800,Manual,LXI Manual,"26,592 km",2nd Owner,Petrol,Rajkot,"₹5,50,299"
3039,2019 Maruti Eeco,Manual,LXI Manual,"61,712 km",1st Owner,Diesel,Rajkot,"₹2,82,099"
3040,2013 Maruti Alto 800,Manual,LXI Manual,"97,279 km",1st Owner,Diesel,Rajkot,"₹2,82,799"
3041,2017 Ford Figo Aspire,Manual,5 STR WITH AC PLUSHTR Manual,"28,845 km",1st Owner,Diesel,Rajkot,"₹6,69,099"
3042,2014 Ford Ecosport,Manual,ASTA AT 1.2 KAPPA VTVT Manual,"27,884 km",1st Owner,Petrol,Rajkot,"₹7,91,999"
3043,2017 Ford Figo Aspire,Manual,Sportz(O) 1.2 MT Manual,"15,160 km",1st Owner,Petrol,Rajkot,"₹8,11,899"
3044,2015 Maruti Swift,Manual,5 STR WITH AC PLUSHTR Manual,"47,583 km",1st Owner,Diesel,Rajkot,"₹2,41,999"
3045,2017 Maruti Swift,Manual,5 STR WITH AC PLUSHTR Manual,"3,142 km",1st Owner,Diesel,Rajkot,"₹7,52,499"
3046,2017 Maruti Wagon R 1.0,Manual,LXI Manual,"94,015 km",1st Owner,Petrol,Rajkot,"₹7,94,899"
3047,2016 Ford Ecosport,Manual,5 STR WITH AC PLUSHTR Manual,"6,499 km",1st Owner,Diesel,Rajkot,"₹6,16,399"
3048,2016 Ford Ecosport,Manual,VXI Manual,"12,718 km",1st Owner,Diesel,Rajkot,"₹6,28,399"
3049,2016 Maruti Vitara Brezza,Manual,VXI Manual,"79,235 km",1st Owner,Petrol,Rajkot,"₹7,89,499"
3050,2018 Tata Hexa,Automatic,VXI PLUS Manual,"82,228 km",1st Owner,Petrol,Rajkot,"₹2,17,599"
3051,2018 Ford New Figo,Manual,5 STR WITH AC PLUSHTR Manual,"21,078 km",1st Owner,Petrol,Rajkot,"₹8,78,299"
3052,2017 Hyundai Elite i20,Manual,LXI Manual,"46,113 km",2nd Owner,Diesel,Rajkot,"₹4,10,799"
3053,2017 Maruti Baleno,Manual,5 STR WITH AC PLUSHTR Manual,"61,829 km",1st Owner,Petrol,Rajkot,"₹8,38,799"
3054,2018 Renault Kwid,Manual,5 STR WITH AC PLUSHTR Manual,"72,378 km",1st Owner,Petrol,Rajkot,"₹5,45,299"
3055,2016 Hyundai Eon,Manual,5 STR WITH AC PLUSHTR Manual,"1,20,109 km",1st Owner,Petrol,Rajkot,"₹9,24,999"
3056,2016 Hyundai Creta,Manual,5 STR WITH AC PLUSHTR Manual,"11,529 km",1st Owner,Petrol,Rajkot,"₹3,92,899"
3057,2017 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"7,197 km",1st Owner,Diesel,Rajkot,"₹8,00,499"
3058,2019 Maruti Swift,Manual,LXI Manual,"1,00,207 km",1st Owner,Petrol,Rajkot,"₹20,97,099"
3059,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"18,026 km",1st Owner,Diesel,Rajkot,"₹7,60,799"
3060,2018 Maruti Baleno,Manual,LXI Manual,"75,524 km",1st Owner,Petrol,Rajkot,"₹5,51,199"
3061,2019 Tata Tiago,Manual,1.5 TITANIUM DIESEL Manual,"22,210 km",1st Owner,Diesel,Rajkot,"₹12,73,599"
3062,2017 Ford Ecosport,Manual,1.5 TREND TDCI Manual,"14,811 km",2nd Owner,Petrol,Rajkot,"₹7,19,799"
3063,2018 Ford Ecosport,Manual,1.5 TITANIUM DIESEL Manual,"16,830 km",2nd Owner,Petrol,Rajkot,"₹4,60,299"
3064,2020 Maruti Alto,Manual,VDI Manual,"77,961 km",1st Owner,Diesel,Rajkot,"₹5,15,099"
3065,2017 Maruti Vitara Brezza,Manual,VDI OPT Manual,"43,092 km",1st Owner,Petrol,Rajkot,"₹5,59,999"
3066,2017 Hyundai Creta,Automatic,VXI Manual,"52,519 km",1st Owner,Diesel,Rajkot,"₹16,44,599"
3067,2018 Maruti Ertiga,Manual,1.5TITANIUM TDCI Manual,"10,931 km",3rd Owner,Petrol,Rajkot,"₹12,72,799"
3068,2017 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"5,836 km",1st Owner,Petrol,Rajkot,"₹6,96,199"
3069,2020 Ford Ecosport,Manual,ZDI PLUS DUAL TONE Manual,"52,560 km",1st Owner,Petrol,Rajkot,"₹8,14,299"
3070,2017 Ford Ecosport,Manual,Varicor 400 XTA Automatic,"39,770 km",1st Owner,Petrol,Rajkot,"₹8,18,399"
3071,2016 Maruti Swift,Manual,1.5 TREND Manual,"17,132 km",1st Owner,Diesel,Rajkot,"₹7,69,399"
3072,2019 Maruti Baleno,Manual,1.4 CRDI ASTA (O) Manual,"18,621 km",1st Owner,Diesel,Rajkot,"₹5,27,099"
3073,2018 Maruti Dzire,Automatic,DELTA DDIS 190 Manual,"27,957 km",1st Owner,Petrol,Rajkot,"₹4,91,199"
3074,2017 Maruti S Cross,Manual,1.0 RXT Opt Manual,"17,292 km",1st Owner,Diesel,Rajkot,"₹7,75,999"
3075,2018 Maruti Wagon R 1.0,Manual,ERA PLUS Manual,"1,01,184 km",1st Owner,Diesel,Rajkot,"₹3,84,699"
3076,2015 Honda Brio,Manual,1.4 S PLUS CRDI Manual,"28,468 km",1st Owner,Petrol,Rajkot,"₹4,92,099"
3077,2019 Maruti Vitara Brezza,Manual,LXI Manual,"11,454 km",1st Owner,Petrol,Rajkot,"₹5,07,099"
3078,2019 Maruti Vitara Brezza,Manual,VXI Manual,"8,992 km",1st Owner,Petrol,Rajkot,"₹9,62,599"
3079,2018 Honda City,Automatic,5 STR WITH AC PLUSHTR Manual,"12,016 km",1st Owner,Petrol,Rajkot,"₹6,97,699"
3080,2019 Hyundai Grand i10,Manual,DELTA 1.2 K12 Manual,"15,444 km",1st Owner,Petrol,Rajkot,"₹14,18,599"
3081,2017 Hyundai Grand i10,Manual,XZ+ 1.2 Revotron Manual,"2,475 km",1st Owner,Petrol,Rajkot,"₹7,39,199"
3082,2018 Maruti Celerio,Manual,1.5TITANIUM TDCI Manual,"90,621 km",1st Owner,Petrol,Rajkot,"₹2,94,499"
3083,2017 Maruti Vitara Brezza,Manual,1.5TITANIUM TDCI Manual,"1,00,687 km",1st Owner,Petrol,Rajkot,"₹6,37,499"
3084,2014 Honda Brio,Manual,LXI Manual,"4,473 km",1st Owner,Petrol,Rajkot,"₹8,04,699"
3085,2017 Maruti Alto 800,Manual,VDI Manual,"16,036 km",1st Owner,Petrol,Rajkot,"₹6,73,799"
3086,2019 Maruti Celerio,Manual,1.6 CRDI SX PLUS AUTO Automatic,"1,42,263 km",1st Owner,Diesel,Rajkot,"₹3,22,999"
3087,2017 Hyundai Grand i10,Manual,VDI SHVS Manual,"22,074 km",1st Owner,Petrol,Rajkot,"₹8,01,399"
3088,2019 Maruti Alto,Manual,1.5TITANIUM TDCI Manual,"11,061 km",1st Owner,Petrol,Rajkot,"₹5,37,599"
3089,2019 Maruti Alto,Manual,1.5TITANIUM TDCI Manual,"24,853 km",1st Owner,Diesel,Rajkot,"₹4,75,599"
3090,2019 Maruti Alto,Manual,1.5TITANIUM TDCI Manual,"5,573 km",1st Owner,Petrol,Rajkot,"₹3,04,299"
3091,2019 Maruti S PRESSO,,VXI Manual,"20,914 km",1st Owner,Petrol,Rajkot,"₹6,52,399"
3092,2018 Hyundai Grand i10,Manual,ZETA 1.2 K12 Manual,"4,619 km",1st Owner,Petrol,Rajkot,"₹5,52,499"
3093,2017 Hyundai Grand i10,Manual,ZDI AMT Automatic,"11,882 km",1st Owner,Petrol,Rajkot,"₹3,14,299"
3094,2018 Maruti Alto K10,Manual,ZETA 1.3 Manual,"19,214 km",1st Owner,Petrol,Rajkot,"₹9,62,599"
3095,2018 Maruti Eeco,Manual,VXI Manual,"22,805 km",1st Owner,Petrol,Rajkot,"₹6,13,099"
3096,2017 Maruti Alto 800,Manual,1.2 S MT I VTEC Manual,"25,122 km",1st Owner,Petrol,Rajkot,"₹6,19,299"
3097,2020 Maruti Alto,Manual,ZDI Manual,"26,880 km",1st Owner,Petrol,Rajkot,"₹5,27,199"
3098,2018 Maruti Wagon R 1.0,Manual,ZDI Manual,"16,977 km",1st Owner,Petrol,Rajkot,"₹2,99,199"
3099,2018 Maruti Swift,Manual,VX CVT PETROL Automatic,"80,770 km",1st Owner,Petrol,Rajkot,"₹5,99,599"
3100,2016 Hyundai Creta,Automatic,MAGNA 1.2 KAPPA VTVT Manual,"74,922 km",2nd Owner,Petrol,Rajkot,"₹4,95,199"
3101,2017 Maruti IGNIS,Manual,MAGNA 1.2 KAPPA VTVT Manual,"55,089 km",1st Owner,Petrol,Rajkot,"₹7,32,099"
3102,2017 Maruti Eeco,Manual,ZXI Manual,"1,78,173 km",1st Owner,Petrol,Rajkot,"₹5,96,499"
3103,2015 Hyundai Xcent,Manual,ZDI PLUS DUAL TONE Manual,"95,535 km",1st Owner,Petrol,Rajkot,"₹3,90,799"
3104,2020 Maruti Dzire,Manual,1.2 S MT I VTEC Manual,"49,923 km",1st Owner,Petrol,Rajkot,"₹7,31,799"
3105,2020 Maruti Dzire,Manual,LXI Manual,"1,46,144 km",1st Owner,Petrol,Rajkot,"₹5,08,799"
3106,2018 Maruti Celerio,Manual,ZXI Manual,"36,824 km",1st Owner,Petrol,Rajkot,"₹4,31,199"
3107,2017 Jeep Compass,Manual,MAGNA 1.2 VTVT Manual,"65,668 km",1st Owner,Petrol,Rajkot,"₹5,66,399"
3108,2019 Hyundai GRAND I10 NIOS,Manual,LXI Manual,"99,250 km",1st Owner,Petrol,Rajkot,"₹9,99,899"
3109,2018 Honda WR-V,Manual,LXI Manual,"1,49,993 km",1st Owner,Petrol,Rajkot,"₹2,72,099"
3110,2020 Maruti Eeco,Manual,LXI Manual,"24,707 km",1st Owner,Petrol,Rajkot,"₹2,70,799"
3111,2019 Hyundai VENUE,Automatic,VXI PLUS,"32,344 km",1st Owner,Petrol,Rajkot,"₹7,46,099"
3112,2017 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"50,932 km",2nd Owner,Petrol,Rajkot,"₹5,43,199"
3113,2019 Hyundai Grand i10,Manual,Sportz(O) 1.2 MT Manual,"71,863 km",1st Owner,Petrol,Rajkot,"₹2,92,299"
3114,2020 Maruti Alto,Manual,VXI Manual,"71,160 km",1st Owner,Petrol,Rajkot,"₹7,11,899"
3115,2015 Maruti Ertiga,Manual,5 STR WITH AC PLUSHTR Manual,"11,478 km",1st Owner,Petrol,Rajkot,"₹4,69,999"
3116,2014 Maruti Wagon R 1.0,Manual,VXI Manual,"1,39,199 km",1st Owner,Petrol,Rajkot,"₹4,06,699"
3117,2016 Maruti S Cross,Manual,VXI Manual,"45,978 km",1st Owner,Petrol,Rajkot,"₹5,42,199"
3118,2017 Ford Figo Aspire,Manual,VXI Manual,"6,979 km",1st Owner,Petrol,Rajkot,"₹4,20,899"
3119,2019 Maruti New Wagon-R,Manual,VXI Manual,"21,982 km",1st Owner,Petrol,Rajkot,"₹5,26,199"
3120,2015 Hyundai Elite i20,Manual,1.6 CRDI SX PLUS AUTO Automatic,"50,896 km",2nd Owner,Petrol,Rajkot,"₹3,98,299"
3121,2019 Tata Harrier,Manual,SIGMA 1.2 K12 Manual,"35,438 km",2nd Owner,Diesel,Rajkot,"₹4,84,699"
3122,2016 Maruti Baleno,Manual,5 STR WITH AC PLUSHTR Manual,"54,613 km",2nd Owner,Diesel,Rajkot,"₹2,98,099"
3123,2018 Maruti Wagon R 1.0,Manual,S 1.1 CRDI Manual,"44,229 km",1st Owner,Diesel,Rajkot,"₹2,70,499"
3124,2017 Maruti Ertiga,Manual,VXI Manual,"7,214 km",1st Owner,Diesel,Rajkot,"₹4,81,699"
3125,2020 Maruti Dzire,Manual,ZXI Plus Manual,"79,483 km",2nd Owner,Diesel,Rajkot,"₹3,10,199"
3126,2019 Honda Amaze,Manual,ZXI Manual,"89,732 km",2nd Owner,Petrol,Rajkot,"₹7,82,299"
3127,2016 Hyundai Eon,Manual,2.0 LIMITED Manual,"54,253 km",1st Owner,Diesel,Rajkot,"₹4,81,099"
3128,2017 Maruti Alto 800,Manual,SPORTZ PETROL Manual,"63,121 km",2nd Owner,Diesel,Rajkot,"₹5,76,899"
3129,2019 Honda Civic,Automatic,1.5 i-DTEC VX MT Manual,"13,709 km",1st Owner,Diesel,Rajkot,"₹7,52,499"
3130,2019 Hyundai Verna,Manual,5 STR WITH AC PLUSHTR Manual,"71,900 km",2nd Owner,Diesel,Rajkot,"₹3,33,299"
3131,2018 Ford Ecosport,,1.0 TURBO GDI SX+ AT Automatic,"72,625 km",1st Owner,Diesel,Rajkot,"₹3,36,599"
3132,2012 Maruti Swift,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"24,142 km",1st Owner,Diesel,Rajkot,"₹5,01,799"
3133,2014 Honda Brio,Manual,1.2 KAPPA SPORTZ (O) Manual,"1,43,414 km",1st Owner,Diesel,Rajkot,"₹5,55,799"
3134,2017 Honda Brio,Manual,LXI Manual,"1,12,490 km",1st Owner,Petrol,Rajkot,"₹4,05,599"
3135,2018 Hyundai Grand i10,Manual,VXI ABS Manual,"13,529 km",1st Owner,Petrol,Rajkot,"₹5,16,499"
3136,2016 Maruti Celerio,Manual,VXI Manual,"75,168 km",1st Owner,Diesel,Jaipur,"₹2,94,899"
3137,2020 KIA SELTOS,Manual,DELTA 1.3 Manual,"72,902 km",1st Owner,Petrol,Jaipur,"₹3,41,199"
3138,2016 Maruti Swift Dzire,,1.5 TITANIUM DIESEL Manual,"35,872 km",1st Owner,Petrol,Jaipur,"₹3,44,899"
3139,2016 Maruti Ciaz,Manual,VXI 1.2L Manual,"94,203 km",1st Owner,Petrol,Jaipur,"₹3,37,299"
3140,2015 Maruti Swift,Manual,MAGNA 1.4 CRDI Manual,"41,238 km",1st Owner,Petrol,Jaipur,"₹3,21,299"
3141,2017 Maruti Dzire,Manual,XZ 2.0L Kryotec Manual,"20,773 km",1st Owner,Petrol,Jaipur,"₹4,90,699"
3142,2018 Maruti Celerio X,Manual,ALPHA 1.2 K12 Manual,"27,756 km",1st Owner,Diesel,Jaipur,"₹4,49,899"
3143,2019 Maruti XL6,Manual,VXI Manual,"74,891 km",1st Owner,Diesel,Jaipur,"₹5,02,699"
3144,2015 Hyundai Elite i20,Manual,VDI SHVS Manual,"86,695 km",2nd Owner,Petrol,Jaipur,"₹4,72,699"
3145,2019 Mahindra KUV 100 NXT,Manual,VXI Manual,"70,145 km",3rd Owner,Diesel,Jaipur,"₹4,66,599"
3146,2021 Hyundai Verna,,1.2 V MT I-VTEC Manual,"19,578 km",1st Owner,Diesel,Jaipur,"₹3,06,299"
3147,2017 Hyundai Elite i20,Manual,ERA PLUS Manual,"17,083 km",1st Owner,Diesel,Jaipur,"₹4,37,799"
3148,2016 Renault Kwid,Manual,LXI Manual,"3,629 km",1st Owner,Diesel,Jaipur,"₹3,82,299"
3149,2012 Maruti Swift Dzire,Manual,VX CVT i-VTEC Automatic,"18,216 km",1st Owner,Diesel,Jaipur,"₹3,10,599"
3150,2019 Maruti Celerio X,Manual,1.6 SX (O) CRDI MT Manual,"12,129 km",1st Owner,Diesel,Jaipur,"₹3,95,799"
3151,2015 Hyundai Elite i20,Manual,1.5 TITANIUM SPORTS(SUNROOF),"5,696 km",1st Owner,Petrol,Jaipur,"₹4,26,499"
3152,2017 Honda City,Manual,VDI Manual,"55,825 km",1st Owner,Petrol,Jaipur,"₹3,90,899"
3153,2017 Maruti Ertiga,Manual,1.2 S MT I VTEC Manual,"44,765 km",1st Owner,Diesel,Jaipur,"₹4,78,399"
3154,2015 Maruti Alto K10,Manual,1.2 VX MT I VTEC Manual,"20,259 km",1st Owner,Diesel,Jaipur,"₹4,40,399"
3155,2020 Tata NEXON,Manual,MAGNA 1.2 VTVT Manual,"6,481 km",1st Owner,Petrol,Jaipur,"₹4,50,299"
3156,2019 KIA SELTOS,Automatic,VXI Manual,"12,654 km",1st Owner,Petrol,Jaipur,"₹4,63,699"
3157,2017 Mahindra Bolero,Manual,HTK 1.5 PETROL Manual,"10,732 km",1st Owner,Diesel,Jaipur,"₹4,70,299"
3158,2018 Hyundai Verna,Manual,VDI ABS,"13,779 km",1st Owner,Diesel,Jaipur,"₹3,22,999"
3159,2015 Hyundai Creta,Manual,VDI+ SHVS Manual,"80,785 km",1st Owner,Petrol,Jaipur,"₹4,63,799"
3160,2019 Hyundai Verna,Automatic,VXI Manual,"34,393 km",1st Owner,Petrol,Jaipur,"₹2,05,899"
3161,2020 Hyundai GRAND I10 NIOS,Manual,VXI Manual,"66,263 km",1st Owner,Petrol,Jaipur,"₹4,38,799"
3162,2016 Ford Ecosport,Automatic,Zxi Manual,"77,166 km",1st Owner,Petrol,Jaipur,"₹3,85,499"
3163,2017 Honda City,Manual,ALPHA SHVS MT Manual,"1,05,368 km",1st Owner,Diesel,Jaipur,"₹4,30,899"
3164,2018 Maruti Swift,Manual,MAGNA 1.2 Manual,"5,771 km",1st Owner,Petrol,Jaipur,"₹4,28,199"
3165,2019 Renault TRIBER,Manual,K2 6 STR Manual,"25,940 km",1st Owner,Petrol + CNG,Jaipur,"₹4,72,099"
3166,2020 Maruti S Cross,Manual,S+ 1.5 VTVT,"27,361 km",1st Owner,Petrol,Jaipur,"₹4,00,999"
3167,2020 Hyundai AURA,,MAGNA 1.2 Manual,"99,803 km",2nd Owner,Petrol,Jaipur,"₹6,10,799"
